"Accession" "Description" "z_score_TPP" "p_value_TPP" "Sig_Check_TPP"
"P09232" "cerevisin [OS=Saccharomyces cerevisiae S288C]" -0.165739579791655 0.590865621468606 "Not Significant"
"P23724" "Proteasome subunit beta type-6 [OS=Saccharomyces cerevisiae S288C]" 0.212357278145312 0.565585819092006 "Not Significant"
"P19146" "ADP-ribosylation factor 2 [OS=Saccharomyces cerevisiae S288C]" 2.19785787285999 0.326330221839383 "Significant"
"Q08985" "Homocysteine S-methyltransferase 2 [OS=Saccharomyces cerevisiae S288C]" -0.312130943464431 0.481910187886672 "Not Significant"
"P07263-1" "Histidine--tRNA ligase, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.0817046522529148 0.723510440295727 "Not Significant"
"P10664" "60S ribosomal protein L4-A [OS=Saccharomyces cerevisiae S288C]" 0.815049636050299 0.558993707477189 "Not Significant"
"P05739" "60s ribosomal protein l6-b [OS=Saccharomyces cerevisiae S288C]" -0.353077604379633 0.566319761162039 "Not Significant"
"P38911" "FK506-binding nuclear protein [OS=Saccharomyces cerevisiae S288C]" 0.0882757109135399 0.722552586043374 "Not Significant"
"P10964" "DNA-directed RNA polymerase I subunit RPA190 [OS=Saccharomyces cerevisiae S288C]" 0.31878936072092 0.443795027214105 "Not Significant"
"P38999" "Saccharopine dehydrogenase [NADP(+), L-glutamate-forming] [OS=Saccharomyces cerevisiae S288C]" -1.27547264734035 0.0443874662677995 "Not Significant"
"P46683" "Ankyrin repeat-containing protein YAR1 [OS=Saccharomyces cerevisiae S288C]" -0.199622784189258 0.614414362546793 "Not Significant"
"P31412" "V-type proton ATPase subunit C [OS=Saccharomyces cerevisiae S288C]" -0.219327923074623 0.455484183898685 "Not Significant"
"Q06494" "Putative pyridoxal reductase [OS=Saccharomyces cerevisiae S288C]" 1.23390882121911 0.268074506492879 "Not Significant"
"P48164" "40S ribosomal protein S7-B [OS=Saccharomyces cerevisiae S288C]" 0.9483522659072 0.488747357113772 "Not Significant"
"P23595" "serine/threonine-protein phosphatase PP2A-2 catalytic subunit [OS=Saccharomyces cerevisiae S288C]" -0.517302689284745 0.262494569755812 "Not Significant"
"P36015" "Synaptobrevin homolog YKT6 [OS=Saccharomyces cerevisiae S288C]" -0.15121645292458 0.879594487138137 "Not Significant"
"P33399" "La protein homolog [OS=Saccharomyces cerevisiae S288C]" -0.102311507129641 0.822262891276752 "Not Significant"
"P32381" "Actin-related protein 2 [OS=Saccharomyces cerevisiae S288C]" 0.00715687402531878 0.966482353203871 "Not Significant"
"P40363" "S-formylglutathione hydrolase [OS=Saccharomyces cerevisiae S288C]" -0.0193961615500924 0.983805293207124 "Not Significant"
"P53221" "60S ribosomal protein L26-B [OS=Saccharomyces cerevisiae S288C]" -0.537346233747513 0.68461933817725 "Not Significant"
"P05743" "60S ribosomal protein L26-A [OS=Saccharomyces cerevisiae S288C]" -0.258281114240607 0.487898122815212 "Not Significant"
"P07274" "Profilin [OS=Saccharomyces cerevisiae S288C]" 0.318939766242249 0.372009357008761 "Not Significant"
"P11632" "Non-histone chromosomal protein 6A [OS=Saccharomyces cerevisiae S288C]" -0.457006290579767 0.0478816933500562 "Not Significant"
"P40893" "Regulation of enolase protein 1 [OS=Saccharomyces cerevisiae S288C]" -0.499861311595818 0.494878575379584 "Not Significant"
"P40581" "peroxiredoxin HYR1 [OS=Saccharomyces cerevisiae S288C]" -0.0148644917105316 0.99492497567694 "Not Significant"
"P04076" "argininosuccinate lyase [OS=Saccharomyces cerevisiae S288C]" -0.281758991937369 0.484795231022658 "Not Significant"
"P53184" "Nicotinamidase [OS=Saccharomyces cerevisiae S288C]" -0.219318831085856 0.399789055027827 "Not Significant"
"P03962" "orotidine 5'-phosphate decarboxylase [OS=Saccharomyces cerevisiae S288C]" -0.24928449136296 0.384294930312417 "Not Significant"
"P25567" "RNA-binding protein SRO9 [OS=Saccharomyces cerevisiae S288C]" -0.347578066944526 0.670860293454058 "Not Significant"
"P38075" "pyridoxamine 5'-phosphate oxidase [OS=Saccharomyces cerevisiae S288C]" -0.415829391652272 0.0966247483770493 "Not Significant"
"P39516" "40S ribosomal protein S14-B [OS=Saccharomyces cerevisiae S288C]" 0.131832252166729 0.935871279325091 "Not Significant"
"P35844" "Oxysterol-binding protein homolog 4 [OS=Saccharomyces cerevisiae S288C]" -0.580669163794441 0.291300494477013 "Not Significant"
"P53981" "Uncharacterized phosphatase YNL010W [OS=Saccharomyces cerevisiae S288C]" -0.194054284305402 0.628827164497 "Not Significant"
"P35176" "peptidyl-prolyl cis-trans isomerase D [OS=Saccharomyces cerevisiae S288C]" 0.126205277156388 0.926122036031598 "Not Significant"
"P32771" "S-(hydroxymethyl)glutathione dehydrogenase [OS=Saccharomyces cerevisiae S288C]" -0.236957404074435 0.308216376409343 "Not Significant"
"P39101" "protein CAJ1 [OS=Saccharomyces cerevisiae S288C]" -0.463366592623851 0.832017468487811 "Not Significant"
"P47771" "Aldehyde dehydrogenase [NAD(P)+] 1 [OS=Saccharomyces cerevisiae S288C]" -1.09603823979987 0.068433145026583 "Not Significant"
"Q12306" "ubiquitin-like protein SMT3 [OS=Saccharomyces cerevisiae S288C]" 0.478998838296084 0.368640404101814 "Not Significant"
"P21576" "vacuolar protein sorting-associated protein 1 [OS=Saccharomyces cerevisiae S288C]" 0.83245449712041 0.215165802819314 "Not Significant"
"Q01532-1" "Cysteine proteinase 1, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.0555053927278225 0.91151838919082 "Not Significant"
"Q12497" "Protein FMP16, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.454149899373046 0.605125414976973 "Not Significant"
"P32610" "V-type proton ATPase subunit D [OS=Saccharomyces cerevisiae S288C]" 0.0519410557899314 0.900015113883115 "Not Significant"
"P14922" "General transcriptional corepressor CYC8 [OS=Saccharomyces cerevisiae S288C]" -0.505584167691953 0.531754865991362 "Not Significant"
"P21242" "Probable proteasome subunit alpha type-7 [OS=Saccharomyces cerevisiae S288C]" -0.499612139828501 0.508035532480517 "Not Significant"
"P27616" "phosphoribosylaminoimidazole-succinocarboxamide synthase [OS=Saccharomyces cerevisiae S288C]" 1.10528633625983 0.760681566298796 "Not Significant"
"P43597" "Uncharacterized protein YFR016C [OS=Saccharomyces cerevisiae S288C]" 0.221872826806235 0.54014303205261 "Not Significant"
"P33317" "Deoxyuridine 5'-triphosphate nucleotidohydrolase [OS=Saccharomyces cerevisiae S288C]" 0.140917129462364 0.830359515596076 "Not Significant"
"P45978" "protein SCD6 [OS=Saccharomyces cerevisiae S288C]" -0.109853209410694 0.872707178614069 "Not Significant"
"P01098" "ATPase-stabilizing factor 9 kDa, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.256307686512275 0.628330186559663 "Not Significant"
"P08518" "DNA-directed RNA polymerase II subunit RPB2 [OS=Saccharomyces cerevisiae S288C]" 0.0407445035854531 0.753971632668972 "Not Significant"
"Q04432" "Glutathione-independent glyoxalase HSP31 [OS=Saccharomyces cerevisiae S288C]" -0.871158861435407 0.256974717610934 "Not Significant"
"P80210" "adenylosuccinate synthetase [OS=Saccharomyces cerevisiae S288C]" -0.377902005839136 0.0791593246265173 "Not Significant"
"Q05785" "epsin-2 [OS=Saccharomyces cerevisiae S288C]" 0.102182050386213 0.735436088564748 "Not Significant"
"P40202" "Superoxide dismutase 1 copper chaperone [OS=Saccharomyces cerevisiae S288C]" -0.319403988852967 0.265467809066696 "Not Significant"
"P38795" "glutamine-dependent NAD(+) synthetase [OS=Saccharomyces cerevisiae S288C]" -0.150407269633321 0.706414213981735 "Not Significant"
"Q04493" "prefoldin subunit 5 [OS=Saccharomyces cerevisiae S288C]" -0.27764613407882 0.422407980009842 "Not Significant"
"P53622" "coatomer subunit alpha [OS=Saccharomyces cerevisiae S288C]" -0.754449567905325 0.0664382818872359 "Not Significant"
"P19881" "4-nitrophenylphosphatase [OS=Saccharomyces cerevisiae S288C]" -0.68524377170192 0.379768067964211 "Not Significant"
"P07260" "Eukaryotic translation initiation factor 4E [OS=Saccharomyces cerevisiae S288C]" 0.130052173470114 0.548475018914457 "Not Significant"
"P15303" "Protein transport protein SEC23 [OS=Saccharomyces cerevisiae S288C]" -2.13288250118734 0.12003802699978 "Significant"
"P05747" "60S ribosomal protein L29 [OS=Saccharomyces cerevisiae S288C]" -0.284445378971308 0.581894988043263 "Not Significant"
"P02992" "elongation factor Tu, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.135839330646864 0.830687770252201 "Not Significant"
"P20967" "2-oxoglutarate dehydrogenase, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.394833093633809 0.762954118316906 "Not Significant"
"Q05515" "Survival factor 1 [OS=Saccharomyces cerevisiae S288C]" -0.110795314350023 0.813974236344142 "Not Significant"
"P37370" "Verprolin [OS=Saccharomyces cerevisiae S288C]" 0.31999262403667 0.414357291770944 "Not Significant"
"Q04636" "FACT complex subunit pob3 [OS=Saccharomyces cerevisiae S288C]" 0.598673611584542 0.282533794149077 "Not Significant"
"Q12314" "Protein arginine N-methyltransferase SFM1 [OS=Saccharomyces cerevisiae S288C]" -0.539945361292089 0.438115589269265 "Not Significant"
"P0CX38" "40S ribosomal protein S6-B [OS=Saccharomyces cerevisiae S288C]" 0.751032595146241 0.494380266503976 "Not Significant"
"P46655" "Glutamate--tRNA ligase, cytoplasmic [OS=Saccharomyces cerevisiae S288C]" 0.471745857460883 0.388233809169717 "Not Significant"
"P38199" "Heterogeneous nuclear rnp K-like protein 2 [OS=Saccharomyces cerevisiae S288C]" 0.0478812827340851 0.766784727172344 "Not Significant"
"P43598" "Inhibitor of glycogen debranching 1 [OS=Saccharomyces cerevisiae S288C]" 0.228378450322074 0.4742628867733 "Not Significant"
"P43567" "alanine--glyoxylate aminotransferase 1 [OS=Saccharomyces cerevisiae S288C]" -0.596701758315062 0.0573368052612262 "Not Significant"
"P40482" "Protein transport protein sec24 [OS=Saccharomyces cerevisiae S288C]" 0.0234557395138734 0.962809127876292 "Not Significant"
"P32356" "neutral trehalase [OS=Saccharomyces cerevisiae S288C]" -0.419771475059135 0.726362362969318 "Not Significant"
"P13188" "glutamine--tRNA ligase [OS=Saccharomyces cerevisiae S288C]" -0.248484561482761 0.49407490050915 "Not Significant"
"P00724-1" "Invertase 2 [OS=Saccharomyces cerevisiae S288C]" 0.324380017316912 0.26737312522719 "Not Significant"
"P20449" "ATP-dependent RNA helicase dbp5 [OS=Saccharomyces cerevisiae S288C]" -0.524166974799084 0.428292695788867 "Not Significant"
"O14455" "60S ribosomal protein L36-B [OS=Saccharomyces cerevisiae S288C]" 1.21060129330573 0.417501917626364 "Not Significant"
"P40563" "Altered inheritance of mitochondria protein 21 [OS=Saccharomyces cerevisiae S288C]" 0.14178215407389 0.811320096633203 "Not Significant"
"P38821" "Aspartyl aminopeptidase 4 [OS=Saccharomyces cerevisiae S288C]" 0.298953985608307 0.422134312148127 "Not Significant"
"P17106" "Centromere-binding protein 1 [OS=Saccharomyces cerevisiae S288C]" 0.139291116250854 0.575706169772209 "Not Significant"
"P32419" "Malate dehydrogenase, peroxisomal [OS=Saccharomyces cerevisiae S288C]" -0.466886029648941 0.111892982443562 "Not Significant"
"P38235" "Uncharacterized protein YBR053C [OS=Saccharomyces cerevisiae S288C]" -0.508187173161148 0.420629813454266 "Not Significant"
"P38858" "6-phosphogluconolactonase 3 [OS=Saccharomyces cerevisiae S288C]" 0.190599051007998 0.263337718455408 "Not Significant"
"P39938" "40S ribosomal protein S26-A [OS=Saccharomyces cerevisiae S288C]" -2.4264666231096 0.0426845569959503 "Significant"
"P40159" "Uncharacterized protein YNL208W [OS=Saccharomyces cerevisiae S288C]" -1.02894688845258 0.439293189986369 "Not Significant"
"P22133" "Malate dehydrogenase, cytoplasmic [OS=Saccharomyces cerevisiae S288C]" -0.460477804660123 0.117640481069969 "Not Significant"
"P32472" "Peptidyl-prolyl cis-trans isomerase FPR2 [OS=Saccharomyces cerevisiae S288C]" 0.636181321070741 0.537200179670507 "Not Significant"
"Q99258" "3,4-dihydroxy-2-butanone 4-phosphate synthase [OS=Saccharomyces cerevisiae S288C]" 0.231020639230847 0.597398239741823 "Not Significant"
"P53152" "ubiquitin-conjugating enzyme variant MMS2 [OS=Saccharomyces cerevisiae S288C]" 0.0104468812397543 0.958000295977845 "Not Significant"
"P16965" "ATPase-stabilizing factor 15 kDa protein [OS=Saccharomyces cerevisiae S288C]" 0.239273640224705 0.864809611569994 "Not Significant"
"P17649" "4-aminobutyrate aminotransferase [OS=Saccharomyces cerevisiae S288C]" -0.103473674752864 0.80238099471798 "Not Significant"
"P14907" "nucleoporin nsp1 [OS=Saccharomyces cerevisiae S288C]" -0.578605748788684 0.575412142180611 "Not Significant"
"P26786" "40S ribosomal protein S7-A [OS=Saccharomyces cerevisiae S288C]" 0.998222947231902 0.384760152725361 "Not Significant"
"P49167" "60s ribosomal protein l38 [OS=Saccharomyces cerevisiae S288C]" 0.351514421287034 0.660577342083006 "Not Significant"
"Q08745" "40S ribosomal protein S10-A [OS=Saccharomyces cerevisiae S288C]" 0.971351766458915 0.34583743597628 "Not Significant"
"P12695" "Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 1.52726378792592 0.388908025236636 "Not Significant"
"P00045" "Cytochrome c iso-2 [OS=Saccharomyces cerevisiae S288C]" -0.27624440828747 0.643166543475862 "Not Significant"
"P43588" "Ubiquitin carboxyl-terminal hydrolase RPN11 [OS=Saccharomyces cerevisiae S288C]" -0.357464590554178 0.787128163610698 "Not Significant"
"P46784" "40S ribosomal protein S10-B [OS=Saccharomyces cerevisiae S288C]" -0.0104350396743187 0.99824328786014 "Not Significant"
"Q12032" "Altered inheritance of mitochondria protein 41, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.256003796422583 0.382946778825809 "Not Significant"
"P25296" "calcineurin subunit B [OS=Saccharomyces cerevisiae S288C]" 0.346558874089022 0.644279318867549 "Not Significant"
"P33442" "40S ribosomal protein S1-A [OS=Saccharomyces cerevisiae S288C]" 0.867753730453049 0.366903873451101 "Not Significant"
"P24000" "60S ribosomal protein L24-B [OS=Saccharomyces cerevisiae S288C]" 0.430291254938015 0.71420430505214 "Not Significant"
"P14065" "Glycerol 2-dehydrogenase (NADP(+)) [OS=Saccharomyces cerevisiae S288C]" 0.345976795976171 0.675317370861291 "Not Significant"
"P04449" "60S ribosomal protein L24-A [OS=Saccharomyces cerevisiae S288C]" -0.120926423967353 0.930650605797646 "Not Significant"
"P11633" "Non-histone chromosomal protein 6B [OS=Saccharomyces cerevisiae S288C]" 0.436973093853279 0.209203444667123 "Not Significant"
"P07991" "ornithine aminotransferase [OS=Saccharomyces cerevisiae S288C]" 0.542017524210674 0.284402851830796 "Not Significant"
"P38137" "peroxisomal-coenzyme A synthetase [OS=Saccharomyces cerevisiae S288C]" -0.738157913804831 0.194465789276628 "Not Significant"
"P51601" "GTP cyclohydrolase 1 [OS=Saccharomyces cerevisiae S288C]" -1.33389980275418 0.308953933795133 "Not Significant"
"Q04438" "Stationary phase protein 4 [OS=Saccharomyces cerevisiae S288C]" -0.0184656209490997 0.98957692026501 "Not Significant"
"P53839" "Glyoxylate reductase 1 [OS=Saccharomyces cerevisiae S288C]" -0.0495628576894738 0.948553947926583 "Not Significant"
"P23287" "serine/threonine-protein phosphatase 2B catalytic subunit A1 [OS=Saccharomyces cerevisiae S288C]" -0.836640124707041 0.440397757297168 "Not Significant"
"P43577" "glucosamine 6-phosphate N-acetyltransferase [OS=Saccharomyces cerevisiae S288C]" -0.327514002023739 0.478997104452008 "Not Significant"
"P38272" "SWI5-dependent HO expression protein 3 [OS=Saccharomyces cerevisiae S288C]" -1.90906249561273 0.12115276554911 "Not Significant"
"P38972" "Phosphoribosylformylglycinamidine synthase [OS=Saccharomyces cerevisiae S288C]" -0.518440415155272 0.429332834573131 "Not Significant"
"P53731" "Actin-related protein 2/3 complex subunit 2 [OS=Saccharomyces cerevisiae S288C]" -0.610750672356591 0.426646470940409 "Not Significant"
"Q08647" "Multisubstrate pseudouridine synthase 7 [OS=Saccharomyces cerevisiae S288C]" -0.0358355978055781 0.97282734541852 "Not Significant"
"P34217" "RNA-binding protein PIN4 [OS=Saccharomyces cerevisiae S288C]" 0.0452747510148465 0.907106192384609 "Not Significant"
"P14747" "Serine/threonine-protein phosphatase 2B catalytic subunit A2 [OS=Saccharomyces cerevisiae S288C]" -0.274883539662625 0.88117710716369 "Not Significant"
"P15700" "uridylate kinase [OS=Saccharomyces cerevisiae S288C]" 0.118435176491255 0.647961907249 "Not Significant"
"P38624" "proteasome subunit beta type-1 [OS=Saccharomyces cerevisiae S288C]" 0.479842995741883 0.484761084518688 "Not Significant"
"Q9P305" "mRNA stability protein IGO2 [OS=Saccharomyces cerevisiae S288C]" 0.148330357991979 0.720393253636375 "Not Significant"
"P53081" "NGG1-interacting factor 3 [OS=Saccharomyces cerevisiae S288C]" 2.19536059069121 0.118986461752986 "Significant"
"P0C2H8" "60S ribosomal protein L31-A [OS=Saccharomyces cerevisiae S288C]" -0.120062636289305 0.883882415373 "Not Significant"
"P38628" "phosphoacetylglucosamine mutase [OS=Saccharomyces cerevisiae S288C]" -0.652078144127929 0.14795238243707 "Not Significant"
"Q03677" "1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [OS=Saccharomyces cerevisiae S288C]" 0.24055735071256 0.58553208736174 "Not Significant"
"P87108" "Mitochondrial import inner membrane translocase subunit Tim10 [OS=Saccharomyces cerevisiae S288C]" -0.230102637254668 0.604291621572879 "Not Significant"
"P32347" "Uroporphyrinogen decarboxylase [OS=Saccharomyces cerevisiae S288C]" -0.596492433187533 0.584158550032414 "Not Significant"
"P43603" "LAS seventeen-binding protein 3 [OS=Saccharomyces cerevisiae S288C]" 0.325273822116147 0.718533340102574 "Not Significant"
"P38841" "Uncharacterized protein YHR138C [OS=Saccharomyces cerevisiae S288C]" -0.275213448692363 0.51283769975554 "Not Significant"
"P46672" "tRNA-aminoacylation cofactor ARC1 [OS=Saccharomyces cerevisiae S288C]" 0.456816559147701 0.28790205184469 "Not Significant"
"P25451" "proteasome subunit beta type-3 [OS=Saccharomyces cerevisiae S288C]" 0.863068103353787 0.200813962879661 "Not Significant"
"P07277" "mevalonate kinase [OS=Saccharomyces cerevisiae S288C]" -0.711982421236373 0.211812948858804 "Not Significant"
"P0C2H9" "60S ribosomal protein L31-B [OS=Saccharomyces cerevisiae S288C]" 1.03989486015753 0.321134454788987 "Not Significant"
"Q02326" "60S ribosomal protein L6-A [OS=Saccharomyces cerevisiae S288C]" 0.618655252155608 0.570804562572284 "Not Significant"
"P32590" "Heat shock protein homolog SSE2 [OS=Saccharomyces cerevisiae S288C]" 0.450220681577738 0.724323859932766 "Not Significant"
"P39721" "Protein AIM2 [OS=Saccharomyces cerevisiae S288C]" -0.586137602176638 0.0910533476929174 "Not Significant"
"P33330" "phosphoserine aminotransferase [OS=Saccharomyces cerevisiae S288C]" -0.225895215345416 0.32048828226513 "Not Significant"
"P17555" "Adenylyl cyclase-associated protein [OS=Saccharomyces cerevisiae S288C]" 0.268280195435756 0.0197807912610292 "Not Significant"
"P00729" "carboxypeptidase Y [OS=Saccharomyces cerevisiae S288C]" -1.37702206548987 0.310000388547857 "Not Significant"
"P36154" "altered inheritance rate of mitochondria protein 29 [OS=Saccharomyces cerevisiae S288C]" -0.480961163456547 0.277337905691026 "Not Significant"
"Q08193" "1,3-beta-glucanosyltransferase GAS5 [OS=Saccharomyces cerevisiae S288C]" -0.296920968051045 0.625474126037643 "Not Significant"
"P30656" "proteasome subunit beta type-5 [OS=Saccharomyces cerevisiae S288C]" 0.484036907551096 0.524624410821863 "Not Significant"
"P35189" "Transcription initiation factor TFIID subunit 14 [OS=Saccharomyces cerevisiae S288C]" 2.75837400746861 0.0395575717629024 "Significant"
"P38773" "2-deoxyglucose-6-phosphate phosphatase 2 [OS=Saccharomyces cerevisiae S288C]" -0.557813833035225 0.34026243382749 "Not Significant"
"P47017" "Sm-like protein LSm1 [OS=Saccharomyces cerevisiae S288C]" -0.937456292140635 0.0815200709443784 "Not Significant"
"Q06625" "glycogen debranching enzyme [OS=Saccharomyces cerevisiae S288C]" 0.126964057989304 0.836755033127444 "Not Significant"
"Q04341" "Mitochondrial intermembrane space cysteine motif-containing protein MIX14 [OS=Saccharomyces cerevisiae S288C]" 0.0689909995842081 0.867006250144152 "Not Significant"
"P53900" "Prefoldin subunit 4 [OS=Saccharomyces cerevisiae S288C]" -0.0521042553633207 0.769614333455254 "Not Significant"
"P22141" "Proteasome subunit beta type-4 [OS=Saccharomyces cerevisiae S288C]" 0.458536226800186 0.513584705076378 "Not Significant"
"P40011" "4-hydroxy-4-methyl-2-oxoglutarate aldolase [OS=Saccharomyces cerevisiae S288C]" 0.281011744077925 0.489030681000863 "Not Significant"
"Q03655" "Probable 1,3-beta-glucanosyltransferase GAS3 [OS=Saccharomyces cerevisiae S288C]" -0.331160676909009 0.555369399430914 "Not Significant"
"P39939" "40S ribosomal protein S26-B [OS=Saccharomyces cerevisiae S288C]" -0.236101992481078 0.782336722813417 "Not Significant"
"P21264" "phosphoribosylaminoimidazole carboxylase [OS=Saccharomyces cerevisiae S288C]" 0.25239474453701 0.499993289007181 "Not Significant"
"P46681" "D-2-hydroxyglutarate--pyruvate transhydrogenase DLD2 [OS=Saccharomyces cerevisiae S288C]" -0.0722071499948372 0.923819709574171 "Not Significant"
"O74700" "Mitochondrial import inner membrane translocase subunit Tim9 [OS=Saccharomyces cerevisiae S288C]" 0.0595337614232978 0.8472837340858 "Not Significant"
"P27614" "carboxypeptidase S [OS=Saccharomyces cerevisiae S288C]" 0.987805239164605 0.29668010896248 "Not Significant"
"Q06704" "Golgin IMH1 [OS=Saccharomyces cerevisiae S288C]" 0.347745874817176 0.58973667612753 "Not Significant"
"P28495" "F-actin-capping protein subunit alpha [OS=Saccharomyces cerevisiae S288C]" -0.439000323940672 0.246202191475859 "Not Significant"
"P13517" "F-actin-capping protein subunit beta [OS=Saccharomyces cerevisiae S288C]" -0.697535066484431 0.424446163449128 "Not Significant"
"P53072" "tRNA acetyltransferase TAN1 [OS=Saccharomyces cerevisiae S288C]" -1.58634416256992 0.0404253927365739 "Not Significant"
"P32608" "Retrograde regulation protein 2 [OS=Saccharomyces cerevisiae S288C]" 0.0373937337932796 0.919414350500217 "Not Significant"
"P52489" "Pyruvate kinase 2 [OS=Saccharomyces cerevisiae S288C]" -5.23742065792746 0.443008815360129 "Significant"
"P25375" "Saccharolysin [OS=Saccharomyces cerevisiae S288C]" -0.256113650520239 0.721676238027135 "Not Significant"
"P14843" "Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited [OS=Saccharomyces cerevisiae S288C]" 0.180378032134519 0.560486559171619 "Not Significant"
"P47079" "T-complex protein 1 subunit theta [OS=Saccharomyces cerevisiae S288C]" -0.23569138916142 0.775224718290081 "Not Significant"
"P23248" "40S ribosomal protein S1-B [OS=Saccharomyces cerevisiae S288C]" -0.128531612374973 0.851146763475951 "Not Significant"
"P34160" "Nuclear cap-binding protein complex subunit 1 [OS=Saccharomyces cerevisiae S288C]" 0.158471348273729 0.769042417387192 "Not Significant"
"P38439" "RNA polymerase-associated protein LEO1 [OS=Saccharomyces cerevisiae S288C]" 0.863208096990861 0.0415998061003726 "Not Significant"
"P16550" "Protein APA1 [OS=Saccharomyces cerevisiae S288C]" 0.275820487162316 0.627252919702041 "Not Significant"
"P01097" "ATPase inhibitor, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.0127373341228537 0.911850792318482 "Not Significant"
"P38426" "Trehalose synthase complex regulatory subunit TPS3 [OS=Saccharomyces cerevisiae S288C]" -0.428699382736013 0.513291488907377 "Not Significant"
"P33416" "Heat shock protein 78, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.133454290332267 0.828649492742253 "Not Significant"
"P36008" "Elongation factor 1-gamma 2 [OS=Saccharomyces cerevisiae S288C]" 0.378792869190229 0.661690899146261 "Not Significant"
"P36047" "protein phosphatase 1 regulatory subunit SDS22 [OS=Saccharomyces cerevisiae S288C]" -0.924501524506093 0.362344495425743 "Not Significant"
"P19211" "Eukaryotic translation initiation factor 5A-2 [OS=Saccharomyces cerevisiae S288C]" 0.557098706077768 0.690406500403351 "Not Significant"
"P40019" "Histone H2A.Z-specific chaperone chz1 [OS=Saccharomyces cerevisiae S288C]" -0.185831378576367 0.69652503552095 "Not Significant"
"P0CX82" "60S ribosomal protein L19-A [OS=Saccharomyces cerevisiae S288C]" -1.00729177395345 0.502031041039986 "Not Significant"
"P26321" "60S ribosomal protein L5 [OS=Saccharomyces cerevisiae S288C]" 1.30149907570336 0.187664896866796 "Not Significant"
"P31383" "protein phosphatase PP2A regulatory subunit A [OS=Saccharomyces cerevisiae S288C]" 0.283132762192139 0.433522521192799 "Not Significant"
"P00815" "histidine biosynthesis trifunctional protein [OS=Saccharomyces cerevisiae S288C]" -0.193299872181887 0.396836638186247 "Not Significant"
"Q07623" "Nucleolar protein 6 [OS=Saccharomyces cerevisiae S288C]" 0.811761680618714 0.378182628383363 "Not Significant"
"P40005" "Prefoldin subunit 2 [OS=Saccharomyces cerevisiae S288C]" 0.155852369433535 0.883772342953259 "Not Significant"
"P38080" "Serine/threonine-protein kinase AKL1 [OS=Saccharomyces cerevisiae S288C]" 0.95815159355503 0.172102331669045 "Not Significant"
"P50861" "6,7-dimethyl-8-ribityllumazine synthase [OS=Saccharomyces cerevisiae S288C]" -0.287635883765376 0.536031389088351 "Not Significant"
"P06115" "catalase T [OS=Saccharomyces cerevisiae S288C]" 0.198505603829323 0.759854248214076 "Not Significant"
"P10622" "60S acidic ribosomal protein P1-beta [OS=Saccharomyces cerevisiae S288C]" -0.332565530893593 0.751505546595995 "Not Significant"
"P47119" "Inosine triphosphate pyrophosphatase [OS=Saccharomyces cerevisiae S288C]" 0.799642179696389 0.23118680083927 "Not Significant"
"P28789" "porphobilinogen deaminase [OS=Saccharomyces cerevisiae S288C]" -0.206145783669382 0.76289472723994 "Not Significant"
"P49166" "60S ribosomal protein L37-A [OS=Saccharomyces cerevisiae S288C]" -1.19102619573272 0.0320130048334007 "Not Significant"
"Q3E772" "uncharacterized protein YGR169C-A [OS=Saccharomyces cerevisiae S288C]" 2.33358262394274 0.0148828812567065 "Significant"
"P36421" "Tyrosine--tRNA ligase, cytoplasmic [OS=Saccharomyces cerevisiae S288C]" -0.789243464715713 0.272987714173014 "Not Significant"
"P20433" "DNA-directed RNA polymerase II subunit RPB4 [OS=Saccharomyces cerevisiae S288C]" 0.186912846625105 0.76886486451747 "Not Significant"
"P11491" "repressible alkaline phosphatase [OS=Saccharomyces cerevisiae S288C]" 1.91582385698818 0.187831347738819 "Not Significant"
"P09733" "tubulin alpha-1 chain [OS=Saccharomyces cerevisiae S288C]" -0.115000489592491 0.903353508705335 "Not Significant"
"P53235" "Eukaryotic translation initiation factor 2A [OS=Saccharomyces cerevisiae S288C]" -0.644139326961517 0.346410526248698 "Not Significant"
"Q12287" "cytochrome C oxidase copper chaperone [OS=Saccharomyces cerevisiae S288C]" -0.982962322950961 0.226778568665129 "Not Significant"
"Q04947" "Reticulon-like protein 1 [OS=Saccharomyces cerevisiae S288C]" 0.144509978213012 0.566571742476853 "Not Significant"
"P36156" "Glutathione S-transferase omega-like 2 [OS=Saccharomyces cerevisiae S288C]" -0.482226465157726 0.128682860888138 "Not Significant"
"P29547" "Elongation factor 1-gamma 1 [OS=Saccharomyces cerevisiae S288C]" -0.565472547882199 0.146165053052375 "Not Significant"
